NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
162,경기도 화성시 병점구 병점동,866,866,0,다정마을신한에스빌1차,84.8819,202607,21,"35,000",-,10,개인,개인,2005,병점3로 53,-,중개거래,경기 화성시 병점구,-
163,경상남도 통영시 도남동,388,388,0,종우,54.36,202607,21,"2,400",-,4,개인,개인,1988,데메4길 6,-,직거래,-,-
164,경기도 남양주시 다산동,Jan-02,4002,1,"플루리움4,5단지",84.732,202607,21,"75,000",-,4,개인,개인,2000,도농로 34,-,중개거래,"경기 남양주시, 서울 송파구",-
165,충청북도 충주시 중앙탑면 용전리,661,661,0,e편한세상충주,59.8841,202607,21,"19,900",-,8,개인,개인,2017,원앙9길 15,-,중개거래,충북 충주시,-
166,경상북도 상주시 복룡동,230-11,230,11,우방1,59.73,202607,21,"14,900",-,9,개인,개인,1995,복룡3길 7,-,중개거래,경북 상주시,-
167,충청북도 충주시 칠금동,1015,1015,0,부영아파트(2차),60,202607,21,"13,500",-,11,개인,개인,1996,칠금중앙로 30,-,중개거래,충북 충주시,-
168,경상남도 김해시 안동,BL-2-2,2,2,김해푸르지오하이엔드,84.9908,202607,21,"45,000",-,34,개인,개인,2023,안동길 31,-,중개거래,경남 김해시,-
169,경상남도 김해시 율하동,1370,1370,0,율현마을이편한세상9단지,84.872,202607,21,"38,000",-,6,개인,개인,2013,율하1로 130,-,중개거래,경남 김해시,-
170,경기도 시흥시 대야동,694,694,0,대야역두산위브더파크,59.8145,202607,21,"49,000",-,16,개인,개인,2021,서해안로 1645,-,중개거래,경기 시흥시,-
171,경기도 남양주시 호평동,730,730,0,두산알프하임,72.99,202607,21,"51,000",-,13,개인,개인,2021,백봉로 32,-,중개거래,경기 남양주시,-
172,충청남도 당진시 원당동,1226,1226,0,파크빌1차,84.727,202607,21,"21,400",-,13,개인,개인,2005,당진중앙2로 331,-,중개거래,충남 당진시,-
173,충청북도 충주시 연수동,605,605,0,연수아이파크,123.63,202607,21,"39,000",-,13,개인,개인,2006,연수로1길 12,-,중개거래,충북 충주시,-
174,경상남도 창원시 성산구 남산동,601-26,601,26,남산효성해링턴플레이스,59.9192,202607,21,"25,900",-,3,개인,개인,2018,정동로162번길 78,-,중개거래,경남 창원시 성산구,-
175,경기도 안양시 만안구 박달동,152,152,0,신안,88.11,202607,21,"47,000",-,12,개인,개인,1991,박달로 420,-,중개거래,경기 군포시,-
176,경상남도 김해시 주촌면 천곡리,1531,1531,0,김해센텀두산위브더제니스,75.9258,202607,21,"32,400",-,16,개인,개인,2019,천곡로 26,-,중개거래,경남 김해시,-
177,경상남도 김해시 어방동,577,577,0,어방화인아파트,59.84,202607,21,"8,000",-,20,개인,개인,1996,인제로 167-1,-,중개거래,경남 김해시,-
178,충청남도 공주시 유구읍 유구리,648-14,648,14,동진비둘기,59.99,202607,21,"6,000",-,5,개인,개인,1995,창말길 34,-,직거래,-,-
179,경상남도 통영시 광도면 죽림리,1565-2,1565,2,신우희가로,59.8089,202607,21,"17,800",-,2,개인,개인,2014,죽림해안로 10,-,중개거래,경남 통영시,-
180,경상남도 통영시 광도면 죽림리,1579,1579,0,푸르지오1차,66.41,202607,21,"24,000",-,10,개인,개인,2007,죽림1로 41-42,-,중개거래,경남 통영시,-
181,경상북도 구미시 송정동,454-2,454,2,삼성직장조합(삼성장미),74.65,202607,21,"8,700",-,6,개인,개인,1990,신시로16길 141,-,중개거래,경북 구미시,-
182,경기도 화성시 만세구 남양읍 남양리,2312,2312,0,시티프라디움1차아파트,84.9938,202607,21,"38,500",-,8,개인,개인,2018,시청로102번길 51,-,중개거래,경기 화성시 만세구,-
183,전북특별자치도 익산시 송학동,898,898,0,익산더샵,84.98,202607,21,"25,000",-,20,개인,개인,2014,학곤로20길 77,-,중개거래,전북 익산시,-
184,경상남도 양산시 물금읍 범어리,682-3,682,3,경민,84.76,202607,21,"17,000",-,7,개인,개인,1994,황산로 707,-,중개거래,경남 양산시,-
185,강원특별자치도 삼척시 정상동,121-1,121,1,동화4차,84.68,202607,21,"9,400",-,2,개인,개인,1996,동해대로 3943,-,중개거래,강원 삼척시,-
186,경상남도 양산시 동면 석산리,1450-1,1450,1,e편한세상남양산2차,59.8148,202607,21,"20,400",-,1,개인,개인,2013,금오13길 71,-,중개거래,경남 양산시,-
187,강원특별자치도 원주시 태장동,580,580,0,금광포란재1단지,84.961,202607,21,"15,900",-,2,개인,개인,2006,포란재로 36,-,중개거래,강원 원주시,-
188,강원특별자치도 원주시 태장동,546,546,0,두진백로,28.14,202607,21,"3,750",-,9,개인,개인,1999,흥양로 64,-,중개거래,강원 원주시,-
189,전북특별자치도 익산시 남중동,564,564,0,광신프로그레스더센트로,84.9874,202607,21,"31,000",-,21,개인,개인,2024,선화로14길 11,-,중개거래,전북 익산시,-
190,강원특별자치도 춘천시 석사동,694,694,0,세경5차,48.93,202607,21,"9,000",-,2,개인,개인,1999,남춘천새길 42,-,직거래,-,-
191,강원특별자치도 춘천시 칠전동,529-2,529,2,춘천칠전사랑으로부영,59.9381,202607,21,"16,800",-,2,개인,개인,2012,칠전서길 45,-,중개거래,강원 춘천시,-
192,전북특별자치도 전주시 덕진구 팔복동2가,24-14,24,14,세원,41.64,202607,21,"3,550",-,8,개인,개인,1999,추천5길 8,-,중개거래,전북 완주군,-
193,전북특별자치도 정읍시 시기동,506-14,506,14,현대,72.27,202607,21,"15,500",-,6,개인,개인,1991,초산로 3-1,-,중개거래,전북 정읍시,-
194,전북특별자치도 익산시 신동,765-23,765,23,신동제일,59.97,202607,21,"12,700",-,3,개인,개인,1996,동서로21길 94-19,-,중개거래,전북 익산시,-
195,강원특별자치도 원주시 반곡동,Mar-93,1993,3,엘에이치센트럴파크,84.86,202607,21,"27,000",-,6,개인,개인,2019,혁신로 224,-,중개거래,강원 원주시,-
196,전북특별자치도 전주시 덕진구 송천동2가,561-24,561,24,솔내마을동아,124.26,202607,21,"28,000",-,11,개인,개인,1999,와룡2길 15,-,중개거래,전북 전주시 덕진구,-
197,전북특별자치도 익산시 부송동,1040-1,1040,1,우미아파트,49.77,202607,21,"4,250",-,2,개인,개인,1992,선화로69길 45,-,중개거래,전북 익산시,-
198,전북특별자치도 익산시 모현동2가,675,675,0,배산제일오투그란데,107.9062,202607,21,"40,000",-,7,개인,개인,2014,선화로 17,-,중개거래,전북 익산시,-
199,전북특별자치도 군산시 내흥동,926,926,0,군산신역세권한라비발디센트로,84.3001,202607,21,"34,000",-,1,개인,개인,2024,돌끝로 53,-,중개거래,전북 군산시,-
200,강원특별자치도 춘천시 효자동,823,823,0,효자코아루웰라움,66.9094,202607,21,"25,200",-,5,개인,개인,2019,공지로218번길 26,-,중개거래,강원 춘천시,-
201,강원특별자치도 삼척시 교동,733-1,733,1,교동코아루,60,202607,21,"9,000",-,12,개인,개인,2005,교동로 133,-,직거래,-,-
202,경상남도 양산시 물금읍 범어리,2837,2837,0,양산브라운스톤,84.9011,202607,21,"45,000",-,20,개인,개인,2023,황산로 699,-,중개거래,경남 양산시,-
203,강원특별자치도 원주시 단구동,1520,1520,0,두산,134.97,202607,21,"22,000",-,9,개인,개인,1997,남원로 496,-,중개거래,강원 원주시,-
204,전북특별자치도 김제시 검산동,1048,1048,0,검산주공2단지아파트,59.56,202607,21,"13,500",-,4,개인,개인,2004,도작4길 55,-,중개거래,전북 김제시,-
205,전북특별자치도 완주군 삼례읍 삼례리,297-10,297,10,대영1,42.12,202607,21,"3,600",-,16,개인,개인,1997,왕궁로 10,-,직거래,-,-
206,전북특별자치도 전주시 덕진구 반월동,1231,1231,0,세움펠리피아,68.4304,202607,21,"28,600",-,10,개인,개인,2016,쪽구름2길 9,-,중개거래,전북 전주시 덕진구,-
207,강원특별자치도 원주시 단구동,1517-2,1517,2,한일,59.91,202607,21,"14,000",-,3,개인,개인,1997,남원로 526,-,중개거래,강원 원주시,-
208,전북특별자치도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,84.862,202607,21,"26,300",-,15,개인,개인,2009,경포천로 66,-,중개거래,전북 군산시,-
209,전북특별자치도 전주시 덕진구 덕진동2가,697,697,0,전주하가휴먼빌,84.9987,202607,20,"42,000",-,11,개인,개인,2010,가리내로 216,-,중개거래,전북 전주시 덕진구,-
210,전북특별자치도 군산시 수송동,829-1,829,1,수송2차오투그란데,59.6644,202607,20,"15,800",-,9,개인,개인,2011,수송동로 105,-,중개거래,전북 군산시,-
211,강원특별자치도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,202607,20,"10,300",-,11,개인,개인,1991,교동로7길 36,-,중개거래,강원 속초시,-
212,강원특별자치도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,202607,20,"7,400",-,11,개인,개인,2012,효자로 572-1,-,중개거래,강원 동해시,-
213,경상남도 양산시 물금읍 범어리,2837,2837,0,양산브라운스톤,84.8273,202607,20,"44,200",-,28,개인,개인,2023,황산로 699,-,중개거래,경남 양산시,-
214,경상남도 양산시 물금읍 범어리,2837,2837,0,양산브라운스톤,72.7605,202607,20,"37,500",-,28,개인,개인,2023,황산로 699,-,중개거래,경남 양산시,-
215,전북특별자치도 전주시 덕진구 송천동1가,179-28,179,28,영창,59.85,202607,20,"7,500",-,5,개인,개인,1993,솔내1길 76,-,직거래,-,-
216,강원특별자치도 원주시 행구동,1658-4,1658,4,현대,59.54,202607,20,"10,300",-,9,개인,개인,1997,행구로 216,-,중개거래,강원 원주시,-
217,전북특별자치도 전주시 완산구 효자동3가,1482-1,1482,1,서곡주공,59.89,202607,20,"16,800",-,14,개인,개인,2000,서곡로 8,-,중개거래,전북 전주시 완산구,-
218,강원특별자치도 철원군 갈말읍 지포리,135-2,135,2,성화그린,58.14,202607,20,"5,800",-,2,개인,개인,1998,명성로139번길 33-5,-,중개거래,강원 철원군,-
219,강원특별자치도 춘천시 후평동,912,912,0,춘천후평우미린뉴시티,68.618,202607,20,"39,000",-,17,개인,개인,2021,보안길 36,-,중개거래,강원 춘천시,-
220,전북특별자치도 부안군 부안읍 봉덕리,918,918,0,부안봉덕오투그란데,84.9278,202607,20,"34,300",-,5,개인,개인,2019,오리정로 162-58,-,중개거래,전북 부안군,-
221,강원특별자치도 원주시 무실동,1715-1,1715,1,원주무실6단지휴먼시아,84.81,202607,20,"29,200",-,10,개인,개인,2010,만대로 119,-,중개거래,강원 원주시,-
222,강원특별자치도 강릉시 송정동,940,940,0,삼우은성,72.86,202607,20,"19,400",-,10,개인,개인,1992,남강초교1길 55,-,중개거래,강원 강릉시,-
223,경상남도 양산시 동면 내송리,908,908,0,사송트루엘,59.75,202607,20,"25,300",-,6,개인,개인,2022,내송큰들로 84,-,중개거래,경남 양산시,-
224,경상남도 양산시 물금읍 가촌리,1324,1324,0,양산물금한신더휴아파트,84.612,202607,20,"31,700",-,10,개인,개인,2020,가촌서로 11,-,중개거래,경남 양산시,-
225,전북특별자치도 완주군 삼례읍 후정리,106,106,0,삼례대명,59.98,202607,20,"8,500",-,10,개인,개인,1998,충혼길 50,-,중개거래,전북 완주군,-
226,전북특별자치도 군산시 나운동,156-2,156,2,신일해피트리,59.85,202607,20,"10,800",-,5,개인,개인,1995,의료원로 163,-,중개거래,전북 군산시,-
227,강원특별자치도 삼척시 원당동,117,117,0,한양,84.54,202607,20,"11,300",-,3,개인,개인,1991,오십천로 295-7,-,직거래,-,-
228,강원특별자치도 강릉시 입암동,543-3,543,3,에버그린,59.85,202607,20,"10,900",-,2,개인,개인,2000,강변로440번길 30,-,중개거래,강원 강릉시,-
229,전북특별자치도 익산시 어양동,511-16,511,16,동남로얄,53.1,202607,20,"4,000",-,2,개인,개인,1986,동서로 465,-,중개거래,전북 군산시,-
230,전북특별자치도 전주시 완산구 서신동,762-2,762,2,성원,59.97,202607,20,"15,000",-,17,개인,개인,1995,서신천변11길 22,-,중개거래,"전북 전주시 덕진구, 전북 전주시 완산구",-
231,강원특별자치도 삼척시 정상동,457-3,457,3,석미,56.97,202607,20,"8,000",-,10,개인,개인,1998,청석로 78,-,중개거래,강원 삼척시,-
232,전북특별자치도 익산시 팔봉동,304,304,0,기안파인골드빌1차,84.32,202607,20,"9,700",-,4,개인,개인,2002,무왕로32길 85,-,중개거래,전북 익산시,-
233,강원특별자치도 삼척시 정상동,316-3,316,3,유성,48.03,202607,20,"5,700",-,10,개인,개인,1999,동해대로 4044-13,-,중개거래,강원 삼척시,-
234,경상남도 하동군 하동읍 읍내리,1494-21,1494,21,미도빌라,94.5,202607,20,"9,250",-,5,개인,개인,1991,섬진강대로 2174,-,직거래,-,-
235,전북특별자치도 전주시 완산구 서신동,763-1,763,1,서신동신일,59.98,202607,20,"16,000",-,5,개인,개인,1995,온고을로 119,-,직거래,-,-
236,경상남도 거창군 거창읍 가지리,1864,1864,0,더샵거창포르시엘2차,84.756,202607,20,"45,600",-,18,개인,개인,2024,성산길 109,-,중개거래,경남 거창군,-
237,전북특별자치도 전주시 덕진구 송천동2가,193,193,0,태화송림타워,82.26,202607,20,"13,900",-,6,개인,개인,1991,붓내2길 17,-,중개거래,전북 전주시 덕진구,-
238,강원특별자치도 강릉시 입암동,711,711,0,강릉더샵,84.93,202607,20,"31,600",-,6,개인,개인,2014,입암로29번길 11,-,중개거래,강원 강릉시,-
239,전북특별자치도 전주시 완산구 평화동1가,445-1,445,1,"전주평화근로복지,주공임대아파트(평화주공1단지,평화주공3단지)",38.64,202607,20,"5,500",-,6,개인,개인,1992,덕적골2길 10,-,중개거래,전북 전주시 완산구,-
240,전북특별자치도 전주시 덕진구 반월동,1242,1242,0,반월동광신프로그레스,59.8681,202607,20,"23,400",-,8,개인,개인,2020,반월로 26,-,중개거래,전북 전주시 덕진구,-
241,강원특별자치도 원주시 단구동,1517-3,1517,3,청솔7차,59.85,202607,20,"13,300",-,9,개인,개인,2002,남원로 494,-,중개거래,강원 원주시,-
242,전북특별자치도 전주시 덕진구 호성동1가,749,749,0,동신(3),58.54,202607,20,"9,000",-,13,개인,개인,1994,동부대로 785,-,중개거래,전북 전주시 덕진구,-
243,전북특별자치도 전주시 덕진구 장동,1082,1082,0,한일베라체(구엘에이치이노팰리스),84.98,202607,20,"41,500",-,4,개인,개인,2013,틀못4길 33,-,중개거래,전북 전주시 덕진구,-
244,경상남도 양산시 물금읍 범어리,Jun-76,2676,6,우남퍼스트빌,128.5994,202607,20,"38,500",-,12,개인,개인,2007,신주로 40,-,중개거래,경남 양산시,-
245,경상남도 양산시 물금읍 범어리,Apr-85,2785,4,반도유보라3차아파트,59.9568,202607,20,"28,500",-,16,개인,개인,2013,서들로 179,-,중개거래,경남 양산시,-
246,경상남도 양산시 물금읍 범어리,Apr-85,2785,4,반도유보라3차아파트,59.9486,202607,20,"26,500",-,11,개인,개인,2013,서들로 179,-,중개거래,경남 양산시,-
247,경상남도 양산시 물금읍 범어리,2837,2837,0,양산브라운스톤,72.7605,202607,20,"37,500",-,28,개인,개인,2023,황산로 699,20260720,중개거래,경남 양산시,-
248,전북특별자치도 군산시 신창동,Feb-49,49,2,삼부아스테리움,49.04,202607,20,"7,500",-,7,개인,개인,2014,구영3길 80,-,중개거래,전북 군산시,-
249,강원특별자치도 춘천시 퇴계동,916,916,0,퇴계현대2차,59.76,202607,20,"14,800",-,6,개인,개인,1994,행촌로 14,-,중개거래,강원 춘천시,-
250,강원특별자치도 강릉시 유천동,781,781,0,강릉유천유승한내들더퍼스트,84.3187,202607,20,"59,000",-,7,개인,개인,2021,선수촌로 79-14,-,직거래,-,-
251,전북특별자치도 군산시 조촌동,3976,3976,0,더샵디오션시티,103.9793,202607,20,"58,000",-,22,개인,개인,2021,궁포1로 79,-,중개거래,전북 군산시,-
252,강원특별자치도 춘천시 석사동,727-6,727,6,청구,59.965,202607,20,"17,500",-,10,개인,개인,1997,서부대성로 332,-,중개거래,강원 춘천시,-
253,전북특별자치도 전주시 완산구 효자동1가,106-23,106,23,대림마이빌,30.2,202607,20,"2,800",-,2,개인,개인,2001,효동3길 18-59,-,직거래,-,-
